DateTime,Air temperature | (°C),Pressure | (atm),Wind speed | (m/s),Power generated by system | (MW)
23-01-2019 08:00,-1.001,0.98428,5.489,6.56099
23-01-2019 08:00,-1.001,0.98428,5.489,6.56099
23-01-2019 08:00,-1.001,0.98428,5.489,6.56099
23-01-2019 08:00,-1.001,0.98428,5.489,6.56099
23-01-2019 08:00,-1.001,0.98428,5.489,6.56099
23-01-2019 09:00,-0.708,0.984216,6.228,11.2119
23-01-2019 09:00,-0.708,0.984216,6.228,11.2119
23-01-2019 09:00,-0.708,0.984216,6.228,11.2119
23-01-2019 09:00,-0.708,0.984216,6.228,11.2119
23-01-2019 09:00,-0.708,0.984216,6.228,11.2119
23-01-2019 10:00,-0.76,0.984175,5.98,9.49319
23-01-2019 10:00,-0.76,0.984175,5.98,9.49319
23-01-2019 10:00,-0.76,0.984175,5.98,9.49319
23-01-2019 10:00,-0.76,0.984175,5.98,9.49319
23-01-2019 10:00,-0.76,0.984175,5.98,9.49319
23-01-2019 11:00,-0.882,0.984428,5.483,6.67275
23-01-2019 11:00,-0.882,0.984428,5.483,6.67275
23-01-2019 11:00,-0.882,0.984428,5.483,6.67275
23-01-2019 11:00,-0.882,0.984428,5.483,6.67275
23-01-2019 11:00,-0.882,0.984428,5.483,6.67275
23-01-2019 12:00,-0.921,0.984722,4.973,4.39891
23-01-2019 12:00,-0.921,0.984722,4.973,4.39891
23-01-2019 12:00,-0.921,0.984722,4.973,4.39891
23-01-2019 12:00,-0.921,0.984722,4.973,4.39891
23-01-2019 12:00,-0.921,0.984722,4.973,4.39891
23-01-2019 13:00,-0.961,0.984964,4.837,3.87526
23-01-2019 13:00,-0.961,0.984964,4.837,3.87526
23-01-2019 13:00,-0.961,0.984964,4.837,3.87526
23-01-2019 13:00,-0.961,0.984964,4.837,3.87526
23-01-2019 13:00,-0.961,0.984964,4.837,3.87526
23-01-2019 14:00,-0.58,0.985154,4.282,2.15242
23-01-2019 14:00,-0.58,0.985154,4.282,2.15242
23-01-2019 14:00,-0.58,0.985154,4.282,2.15242
23-01-2019 14:00,-0.58,0.985154,4.282,2.15242
23-01-2019 14:00,-0.58,0.985154,4.282,2.15242
23-01-2019 15:00,0.836,0.985293,2.926,0
23-01-2019 15:00,0.836,0.985293,2.926,0
23-01-2019 15:00,0.836,0.985293,2.926,0
23-01-2019 15:00,0.836,0.985293,2.926,0
23-01-2019 15:00,0.836,0.985293,2.926,0
23-01-2019 16:00,2.281,0.985221,3.235,0
23-01-2019 16:00,2.281,0.985221,3.235,0
23-01-2019 16:00,2.281,0.985221,3.235,0
23-01-2019 16:00,2.281,0.985221,3.235,0
23-01-2019 16:00,2.281,0.985221,3.235,0
23-01-2019 17:00,3.2,0.984838,2.572,0
23-01-2019 17:00,3.2,0.984838,2.572,0
23-01-2019 17:00,3.2,0.984838,2.572,0
23-01-2019 17:00,3.2,0.984838,2.572,0
23-01-2019 17:00,3.2,0.984838,2.572,0
23-01-2019 18:00,4.241,0.984404,2.382,0
23-01-2019 18:00,4.241,0.984404,2.382,0
23-01-2019 18:00,4.241,0.984404,2.382,0
23-01-2019 18:00,4.241,0.984404,2.382,0
23-01-2019 18:00,4.241,0.984404,2.382,0
23-01-2019 19:00,5.129,0.984092,2.385,0
23-01-2019 19:00,5.129,0.984092,2.385,0
23-01-2019 19:00,5.129,0.984092,2.385,0
23-01-2019 19:00,5.129,0.984092,2.385,0
23-01-2019 19:00,5.129,0.984092,2.385,0
23-01-2019 20:00,5.823,0.983724,2.648,0
23-01-2019 20:00,5.823,0.983724,2.648,0
23-01-2019 20:00,5.823,0.983724,2.648,0
23-01-2019 20:00,5.823,0.983724,2.648,0
23-01-2019 20:00,5.823,0.983724,2.648,0
23-01-2019 21:00,6.086,0.9834,3.115,0
23-01-2019 21:00,6.086,0.9834,3.115,0
23-01-2019 21:00,6.086,0.9834,3.115,0
23-01-2019 21:00,6.086,0.9834,3.115,0
23-01-2019 21:00,6.086,0.9834,3.115,0
23-01-2019 22:00,5.653,0.983271,3.623,0.502238
23-01-2019 22:00,5.653,0.983271,3.623,0.502238
23-01-2019 22:00,5.653,0.983271,3.623,0.502238
23-01-2019 22:00,5.653,0.983271,3.623,0.502238
23-01-2019 22:00,5.653,0.983271,3.623,0.502238
23-01-2019 23:00,4.769,0.983339,4.47,2.46045
23-01-2019 23:00,4.769,0.983339,4.47,2.46045
23-01-2019 23:00,4.769,0.983339,4.47,2.46045
23-01-2019 23:00,4.769,0.983339,4.47,2.46045
23-01-2019 23:00,4.769,0.983339,4.47,2.46045
24-01-2019 00:00,3.873,0.983383,4.28,1.99527
24-01-2019 00:00,3.873,0.983383,4.28,1.99527
24-01-2019 00:00,3.873,0.983383,4.28,1.99527
24-01-2019 00:00,3.873,0.983383,4.28,1.99527
24-01-2019 00:00,3.873,0.983383,4.28,1.99527
24-01-2019 01:00,3.458,0.983492,4.516,2.58202
24-01-2019 01:00,3.458,0.983492,4.516,2.58202
24-01-2019 01:00,3.458,0.983492,4.516,2.58202
24-01-2019 01:00,3.458,0.983492,4.516,2.58202
24-01-2019 01:00,3.458,0.983492,4.516,2.58202
24-01-2019 02:00,3.157,0.983662,5.826,8.37302
24-01-2019 02:00,3.157,0.983662,5.826,8.37302
24-01-2019 02:00,3.157,0.983662,5.826,8.37302
24-01-2019 02:00,3.157,0.983662,5.826,8.37302
24-01-2019 02:00,3.157,0.983662,5.826,8.37302
24-01-2019 03:00,2.773,0.983784,6.654,13.3225
24-01-2019 03:00,2.773,0.983784,6.654,13.3225
24-01-2019 03:00,2.773,0.983784,6.654,13.3225
24-01-2019 03:00,2.773,0.983784,6.654,13.3225
24-01-2019 03:00,2.773,0.983784,6.654,13.3225
24-01-2019 04:00,2.281,0.983813,6.976,15.8692
24-01-2019 04:00,2.281,0.983813,6.976,15.8692
24-01-2019 04:00,2.281,0.983813,6.976,15.8692
24-01-2019 04:00,2.281,0.983813,6.976,15.8692
24-01-2019 04:00,2.281,0.983813,6.976,15.8692
24-01-2019 05:00,1.92,0.983493,6.619,13.046
24-01-2019 05:00,1.92,0.983493,6.619,13.046
24-01-2019 05:00,1.92,0.983493,6.619,13.046
24-01-2019 05:00,1.92,0.983493,6.619,13.046
24-01-2019 05:00,1.92,0.983493,6.619,13.046
24-01-2019 06:00,1.644,0.98334,6.85,14.9187
24-01-2019 06:00,1.644,0.98334,6.85,14.9187
24-01-2019 06:00,1.644,0.98334,6.85,14.9187
24-01-2019 06:00,1.644,0.98334,6.85,14.9187
24-01-2019 06:00,1.644,0.98334,6.85,14.9187
24-01-2019 07:00,1.243,0.983435,6.778,14.2985
24-01-2019 07:00,1.243,0.983435,6.778,14.2985
24-01-2019 07:00,1.243,0.983435,6.778,14.2985
24-01-2019 07:00,1.243,0.983435,6.778,14.2985
24-01-2019 07:00,1.243,0.983435,6.778,14.2985
24-01-2019 08:00,0.811,0.983581,5.993,9.52424
24-01-2019 08:00,0.811,0.983581,5.993,9.52424
24-01-2019 08:00,0.811,0.983581,5.993,9.52424
24-01-2019 08:00,0.811,0.983581,5.993,9.52424
24-01-2019 08:00,0.811,0.983581,5.993,9.52424
24-01-2019 09:00,0.435,0.983591,5.325,5.86805
24-01-2019 09:00,0.435,0.983591,5.325,5.86805
24-01-2019 09:00,0.435,0.983591,5.325,5.86805
24-01-2019 09:00,0.435,0.983591,5.325,5.86805
24-01-2019 09:00,0.435,0.983591,5.325,5.86805
24-01-2019 10:00,0.136,0.983654,5.17,5.21536
24-01-2019 10:00,0.136,0.983654,5.17,5.21536
24-01-2019 10:00,0.136,0.983654,5.17,5.21536
24-01-2019 10:00,0.136,0.983654,5.17,5.21536
24-01-2019 10:00,0.136,0.983654,5.17,5.21536
24-01-2019 11:00,-0.032,0.98395,4.697,3.35853
24-01-2019 11:00,-0.032,0.98395,4.697,3.35853
24-01-2019 11:00,-0.032,0.98395,4.697,3.35853
24-01-2019 11:00,-0.032,0.98395,4.697,3.35853
24-01-2019 11:00,-0.032,0.98395,4.697,3.35853
24-01-2019 12:00,-0.157,0.984102,3.652,0.684646
24-01-2019 12:00,-0.157,0.984102,3.652,0.684646
24-01-2019 12:00,-0.157,0.984102,3.652,0.684646
24-01-2019 12:00,-0.157,0.984102,3.652,0.684646
24-01-2019 12:00,-0.157,0.984102,3.652,0.684646
24-01-2019 13:00,-0.304,0.984235,2.795,0
24-01-2019 13:00,-0.304,0.984235,2.795,0
24-01-2019 13:00,-0.304,0.984235,2.795,0
24-01-2019 13:00,-0.304,0.984235,2.795,0
24-01-2019 13:00,-0.304,0.984235,2.795,0
24-01-2019 14:00,0.239,0.984528,1.312,0
24-01-2019 14:00,0.239,0.984528,1.312,0
24-01-2019 14:00,0.239,0.984528,1.312,0
24-01-2019 14:00,0.239,0.984528,1.312,0
24-01-2019 14:00,0.239,0.984528,1.312,0
24-01-2019 15:00,1.484,0.984802,0.669,0
24-01-2019 15:00,1.484,0.984802,0.669,0
24-01-2019 15:00,1.484,0.984802,0.669,0
24-01-2019 15:00,1.484,0.984802,0.669,0
24-01-2019 15:00,1.484,0.984802,0.669,0
24-01-2019 16:00,3.075,0.985017,1.255,0
24-01-2019 16:00,3.075,0.985017,1.255,0
24-01-2019 16:00,3.075,0.985017,1.255,0
24-01-2019 16:00,3.075,0.985017,1.255,0
24-01-2019 16:00,3.075,0.985017,1.255,0
24-01-2019 17:00,4.715,0.9849,1.665,0
24-01-2019 17:00,4.715,0.9849,1.665,0
24-01-2019 17:00,4.715,0.9849,1.665,0
24-01-2019 17:00,4.715,0.9849,1.665,0
24-01-2019 17:00,4.715,0.9849,1.665,0
24-01-2019 18:00,6.241,0.984837,1.732,0
24-01-2019 18:00,6.241,0.984837,1.732,0
24-01-2019 18:00,6.241,0.984837,1.732,0
24-01-2019 18:00,6.241,0.984837,1.732,0
24-01-2019 18:00,6.241,0.984837,1.732,0
24-01-2019 19:00,7.51,0.984767,2.132,0
24-01-2019 19:00,7.51,0.984767,2.132,0
24-01-2019 19:00,7.51,0.984767,2.132,0
24-01-2019 19:00,7.51,0.984767,2.132,0
24-01-2019 19:00,7.51,0.984767,2.132,0
24-01-2019 20:00,8.306,0.984607,2.649,0
24-01-2019 20:00,8.306,0.984607,2.649,0
24-01-2019 20:00,8.306,0.984607,2.649,0
24-01-2019 20:00,8.306,0.984607,2.649,0
24-01-2019 20:00,8.306,0.984607,2.649,0
24-01-2019 21:00,8.865,0.984403,3.065,0
24-01-2019 21:00,8.865,0.984403,3.065,0
24-01-2019 21:00,8.865,0.984403,3.065,0
24-01-2019 21:00,8.865,0.984403,3.065,0
24-01-2019 21:00,8.865,0.984403,3.065,0
24-01-2019 22:00,8.929,0.984179,3.64,0.619554
24-01-2019 22:00,8.929,0.984179,3.64,0.619554
24-01-2019 22:00,8.929,0.984179,3.64,0.619554
24-01-2019 22:00,8.929,0.984179,3.64,0.619554
24-01-2019 22:00,8.929,0.984179,3.64,0.619554
24-01-2019 23:00,7.883,0.984165,5.108,4.53913
24-01-2019 23:00,7.883,0.984165,5.108,4.53913
24-01-2019 23:00,7.883,0.984165,5.108,4.53913
24-01-2019 23:00,7.883,0.984165,5.108,4.53913
24-01-2019 23:00,7.883,0.984165,5.108,4.53913
25-01-2019 00:00,7.039,0.984217,6.336,11.3327
25-01-2019 00:00,7.039,0.984217,6.336,11.3327
25-01-2019 00:00,7.039,0.984217,6.336,11.3327
25-01-2019 00:00,7.039,0.984217,6.336,11.3327
25-01-2019 00:00,7.039,0.984217,6.336,11.3327
25-01-2019 01:00,6.617,0.984368,8.154,24.6692
25-01-2019 01:00,6.617,0.984368,8.154,24.6692
25-01-2019 01:00,6.617,0.984368,8.154,24.6692
25-01-2019 01:00,6.617,0.984368,8.154,24.6692
25-01-2019 01:00,6.617,0.984368,8.154,24.6692
25-01-2019 02:00,6.068,0.984735,8.009,23.6742
25-01-2019 02:00,6.068,0.984735,8.009,23.6742
25-01-2019 02:00,6.068,0.984735,8.009,23.6742
25-01-2019 02:00,6.068,0.984735,8.009,23.6742
25-01-2019 02:00,6.068,0.984735,8.009,23.6742
25-01-2019 03:00,5.186,0.984998,8.013,24.4241
25-01-2019 03:00,5.186,0.984998,8.013,24.4241
25-01-2019 03:00,5.186,0.984998,8.013,24.4241
25-01-2019 03:00,5.186,0.984998,8.013,24.4241
25-01-2019 03:00,5.186,0.984998,8.013,24.4241
25-01-2019 04:00,4.188,0.985096,7.751,22.2971
25-01-2019 04:00,4.188,0.985096,7.751,22.2971
25-01-2019 04:00,4.188,0.985096,7.751,22.2971
25-01-2019 04:00,4.188,0.985096,7.751,22.2971
25-01-2019 04:00,4.188,0.985096,7.751,22.2971
25-01-2019 05:00,2.775,0.98488,8.493,29.2558
25-01-2019 05:00,2.775,0.98488,8.493,29.2558
25-01-2019 05:00,2.775,0.98488,8.493,29.2558
25-01-2019 05:00,2.775,0.98488,8.493,29.2558
25-01-2019 05:00,2.775,0.98488,8.493,29.2558
25-01-2019 06:00,1.532,0.984817,8.384,28.4071
25-01-2019 06:00,1.532,0.984817,8.384,28.4071
25-01-2019 06:00,1.532,0.984817,8.384,28.4071
25-01-2019 06:00,1.532,0.984817,8.384,28.4071
25-01-2019 06:00,1.532,0.984817,8.384,28.4071
25-01-2019 07:00,0.769,0.98498,8.13,26.0457
25-01-2019 07:00,0.769,0.98498,8.13,26.0457
25-01-2019 07:00,0.769,0.98498,8.13,26.0457
25-01-2019 07:00,0.769,0.98498,8.13,26.0457
25-01-2019 07:00,0.769,0.98498,8.13,26.0457
25-01-2019 08:00,0.342,0.985151,8.097,25.7869
25-01-2019 08:00,0.342,0.985151,8.097,25.7869
25-01-2019 08:00,0.342,0.985151,8.097,25.7869
25-01-2019 08:00,0.342,0.985151,8.097,25.7869
25-01-2019 08:00,0.342,0.985151,8.097,25.7869
25-01-2019 09:00,-0.519,0.985224,7.44,20.147
25-01-2019 09:00,-0.519,0.985224,7.44,20.147
25-01-2019 09:00,-0.519,0.985224,7.44,20.147
25-01-2019 09:00,-0.519,0.985224,7.44,20.147
25-01-2019 09:00,-0.519,0.985224,7.44,20.147
25-01-2019 10:00,-1.065,0.985279,6.959,16.0992
25-01-2019 10:00,-1.065,0.985279,6.959,16.0992
25-01-2019 10:00,-1.065,0.985279,6.959,16.0992
25-01-2019 10:00,-1.065,0.985279,6.959,16.0992
25-01-2019 10:00,-1.065,0.985279,6.959,16.0992
25-01-2019 11:00,-1.139,0.985568,6.896,15.5707
25-01-2019 11:00,-1.139,0.985568,6.896,15.5707
25-01-2019 11:00,-1.139,0.985568,6.896,15.5707
25-01-2019 11:00,-1.139,0.985568,6.896,15.5707
25-01-2019 11:00,-1.139,0.985568,6.896,15.5707
25-01-2019 12:00,-1.294,0.985714,6.875,15.4026
25-01-2019 12:00,-1.294,0.985714,6.875,15.4026
25-01-2019 12:00,-1.294,0.985714,6.875,15.4026
25-01-2019 12:00,-1.294,0.985714,6.875,15.4026
25-01-2019 12:00,-1.294,0.985714,6.875,15.4026
25-01-2019 13:00,-1.804,0.985996,7,16.4885
25-01-2019 13:00,-1.804,0.985996,7,16.4885
25-01-2019 13:00,-1.804,0.985996,7,16.4885
25-01-2019 13:00,-1.804,0.985996,7,16.4885
25-01-2019 13:00,-1.804,0.985996,7,16.4885
25-01-2019 14:00,-0.569,0.986329,6.152,10.7301
25-01-2019 14:00,-0.569,0.986329,6.152,10.7301
25-01-2019 14:00,-0.569,0.986329,6.152,10.7301
25-01-2019 14:00,-0.569,0.986329,6.152,10.7301
25-01-2019 14:00,-0.569,0.986329,6.152,10.7301
25-01-2019 15:00,2.231,0.986768,4.469,2.66699
25-01-2019 15:00,2.231,0.986768,4.469,2.66699
25-01-2019 15:00,2.231,0.986768,4.469,2.66699
25-01-2019 15:00,2.231,0.986768,4.469,2.66699
25-01-2019 15:00,2.231,0.986768,4.469,2.66699
25-01-2019 16:00,4.161,0.98703,5.606,7.36873
25-01-2019 16:00,4.161,0.98703,5.606,7.36873
25-01-2019 16:00,4.161,0.98703,5.606,7.36873
25-01-2019 16:00,4.161,0.98703,5.606,7.36873
25-01-2019 16:00,4.161,0.98703,5.606,7.36873
25-01-2019 17:00,5.076,0.986994,6.474,12.0808
25-01-2019 17:00,5.076,0.986994,6.474,12.0808
25-01-2019 17:00,5.076,0.986994,6.474,12.0808
25-01-2019 17:00,5.076,0.986994,6.474,12.0808
25-01-2019 17:00,5.076,0.986994,6.474,12.0808
25-01-2019 18:00,5.7,0.987015,6.873,14.4517
25-01-2019 18:00,5.7,0.987015,6.873,14.4517
25-01-2019 18:00,5.7,0.987015,6.873,14.4517
25-01-2019 18:00,5.7,0.987015,6.873,14.4517
25-01-2019 18:00,5.7,0.987015,6.873,14.4517
25-01-2019 19:00,6.276,0.986988,7.322,17.8651
25-01-2019 19:00,6.276,0.986988,7.322,17.8651
25-01-2019 19:00,6.276,0.986988,7.322,17.8651
25-01-2019 19:00,6.276,0.986988,7.322,17.8651
25-01-2019 19:00,6.276,0.986988,7.322,17.8651
25-01-2019 20:00,6.672,0.986988,7.756,21.3108
25-01-2019 20:00,6.672,0.986988,7.756,21.3108
25-01-2019 20:00,6.672,0.986988,7.756,21.3108
25-01-2019 20:00,6.672,0.986988,7.756,21.3108
25-01-2019 20:00,6.672,0.986988,7.756,21.3108
25-01-2019 21:00,6.584,0.987033,7.679,20.9067
25-01-2019 21:00,6.584,0.987033,7.679,20.9067
25-01-2019 21:00,6.584,0.987033,7.679,20.9067
25-01-2019 21:00,6.584,0.987033,7.679,20.9067
25-01-2019 21:00,6.584,0.987033,7.679,20.9067
25-01-2019 22:00,5.973,0.987088,7.643,20.9043
25-01-2019 22:00,5.973,0.987088,7.643,20.9043
25-01-2019 22:00,5.973,0.987088,7.643,20.9043
25-01-2019 22:00,5.973,0.987088,7.643,20.9043
25-01-2019 22:00,5.973,0.987088,7.643,20.9043
25-01-2019 23:00,4.125,0.987415,8.054,24.898
25-01-2019 23:00,4.125,0.987415,8.054,24.898
25-01-2019 23:00,4.125,0.987415,8.054,24.898
25-01-2019 23:00,4.125,0.987415,8.054,24.898
25-01-2019 23:00,4.125,0.987415,8.054,24.898
26-01-2019 00:00,1.93,0.987741,8.779,32.6143
26-01-2019 00:00,1.93,0.987741,8.779,32.6143
26-01-2019 00:00,1.93,0.987741,8.779,32.6143
26-01-2019 00:00,1.93,0.987741,8.779,32.6143
26-01-2019 00:00,1.93,0.987741,8.779,32.6143
26-01-2019 01:00,0.958,0.988114,9.962,45.0968
26-01-2019 01:00,0.958,0.988114,9.962,45.0968
26-01-2019 01:00,0.958,0.988114,9.962,45.0968
26-01-2019 01:00,0.958,0.988114,9.962,45.0968
26-01-2019 01:00,0.958,0.988114,9.962,45.0968
26-01-2019 02:00,-0.687,0.98854,9.364,38.6021
26-01-2019 02:00,-0.687,0.98854,9.364,38.6021
26-01-2019 02:00,-0.687,0.98854,9.364,38.6021
26-01-2019 02:00,-0.687,0.98854,9.364,38.6021
26-01-2019 02:00,-0.687,0.98854,9.364,38.6021
26-01-2019 03:00,-1.394,0.988896,8.127,26.368
26-01-2019 03:00,-1.394,0.988896,8.127,26.368
26-01-2019 03:00,-1.394,0.988896,8.127,26.368
26-01-2019 03:00,-1.394,0.988896,8.127,26.368
26-01-2019 03:00,-1.394,0.988896,8.127,26.368
26-01-2019 04:00,-1.999,0.988997,7.751,22.4593
26-01-2019 04:00,-1.999,0.988997,7.751,22.4593
26-01-2019 04:00,-1.999,0.988997,7.751,22.4593
26-01-2019 04:00,-1.999,0.988997,7.751,22.4593
26-01-2019 04:00,-1.999,0.988997,7.751,22.4593
26-01-2019 05:00,-2.38,0.989021,6.603,12.7358
26-01-2019 05:00,-2.38,0.989021,6.603,12.7358
26-01-2019 05:00,-2.38,0.989021,6.603,12.7358
26-01-2019 05:00,-2.38,0.989021,6.603,12.7358
26-01-2019 05:00,-2.38,0.989021,6.603,12.7358
26-01-2019 06:00,-2.556,0.989157,6.479,12.2276
26-01-2019 06:00,-2.556,0.989157,6.479,12.2276
26-01-2019 06:00,-2.556,0.989157,6.479,12.2276
26-01-2019 06:00,-2.556,0.989157,6.479,12.2276
26-01-2019 06:00,-2.556,0.989157,6.479,12.2276
26-01-2019 07:00,-2.481,0.98925,6.54,12.4987
26-01-2019 07:00,-2.481,0.98925,6.54,12.4987
26-01-2019 07:00,-2.481,0.98925,6.54,12.4987
26-01-2019 07:00,-2.481,0.98925,6.54,12.4987
26-01-2019 07:00,-2.481,0.98925,6.54,12.4987
26-01-2019 08:00,-2.699,0.989353,5.334,5.96998
26-01-2019 08:00,-2.699,0.989353,5.334,5.96998
26-01-2019 08:00,-2.699,0.989353,5.334,5.96998
26-01-2019 08:00,-2.699,0.989353,5.334,5.96998
26-01-2019 08:00,-2.699,0.989353,5.334,5.96998
26-01-2019 09:00,-2.958,0.989127,5.29,5.65192
26-01-2019 09:00,-2.958,0.989127,5.29,5.65192
26-01-2019 09:00,-2.958,0.989127,5.29,5.65192
26-01-2019 09:00,-2.958,0.989127,5.29,5.65192
26-01-2019 09:00,-2.958,0.989127,5.29,5.65192
26-01-2019 10:00,-3.156,0.988822,4.938,4.12945
26-01-2019 10:00,-3.156,0.988822,4.938,4.12945
26-01-2019 10:00,-3.156,0.988822,4.938,4.12945
26-01-2019 10:00,-3.156,0.988822,4.938,4.12945
26-01-2019 10:00,-3.156,0.988822,4.938,4.12945
26-01-2019 11:00,-3.314,0.988935,2.798,0
26-01-2019 11:00,-3.314,0.988935,2.798,0
26-01-2019 11:00,-3.314,0.988935,2.798,0
26-01-2019 11:00,-3.314,0.988935,2.798,0
26-01-2019 11:00,-3.314,0.988935,2.798,0
26-01-2019 12:00,-3.404,0.988771,2.18,0
26-01-2019 12:00,-3.404,0.988771,2.18,0
26-01-2019 12:00,-3.404,0.988771,2.18,0
26-01-2019 12:00,-3.404,0.988771,2.18,0
26-01-2019 12:00,-3.404,0.988771,2.18,0
26-01-2019 13:00,-3.641,0.988676,1.292,0
26-01-2019 13:00,-3.641,0.988676,1.292,0
26-01-2019 13:00,-3.641,0.988676,1.292,0
26-01-2019 13:00,-3.641,0.988676,1.292,0
26-01-2019 13:00,-3.641,0.988676,1.292,0
26-01-2019 14:00,-2.827,0.98854,1.308,0
26-01-2019 14:00,-2.827,0.98854,1.308,0
26-01-2019 14:00,-2.827,0.98854,1.308,0
26-01-2019 14:00,-2.827,0.98854,1.308,0
26-01-2019 14:00,-2.827,0.98854,1.308,0
26-01-2019 15:00,-0.958,0.988438,0.936,0
26-01-2019 15:00,-0.958,0.988438,0.936,0
26-01-2019 15:00,-0.958,0.988438,0.936,0
26-01-2019 15:00,-0.958,0.988438,0.936,0
26-01-2019 15:00,-0.958,0.988438,0.936,0
26-01-2019 16:00,1.1,0.988077,1.073,0
26-01-2019 16:00,1.1,0.988077,1.073,0
26-01-2019 16:00,1.1,0.988077,1.073,0
26-01-2019 16:00,1.1,0.988077,1.073,0
26-01-2019 16:00,1.1,0.988077,1.073,0
26-01-2019 17:00,2.99,0.987414,1.35,0
26-01-2019 17:00,2.99,0.987414,1.35,0
26-01-2019 17:00,2.99,0.987414,1.35,0
26-01-2019 17:00,2.99,0.987414,1.35,0
26-01-2019 17:00,2.99,0.987414,1.35,0
26-01-2019 18:00,4.75,0.986798,1.51,0
26-01-2019 18:00,4.75,0.986798,1.51,0
26-01-2019 18:00,4.75,0.986798,1.51,0
26-01-2019 18:00,4.75,0.986798,1.51,0
26-01-2019 18:00,4.75,0.986798,1.51,0
26-01-2019 19:00,6.324,0.986199,1.802,0
26-01-2019 19:00,6.324,0.986199,1.802,0
26-01-2019 19:00,6.324,0.986199,1.802,0
26-01-2019 19:00,6.324,0.986199,1.802,0
26-01-2019 19:00,6.324,0.986199,1.802,0
26-01-2019 20:00,7.596,0.985715,2.472,0
26-01-2019 20:00,7.596,0.985715,2.472,0
26-01-2019 20:00,7.596,0.985715,2.472,0
26-01-2019 20:00,7.596,0.985715,2.472,0
26-01-2019 20:00,7.596,0.985715,2.472,0
26-01-2019 21:00,8.344,0.985089,2.904,0
26-01-2019 21:00,8.344,0.985089,2.904,0
26-01-2019 21:00,8.344,0.985089,2.904,0
26-01-2019 21:00,8.344,0.985089,2.904,0
26-01-2019 21:00,8.344,0.985089,2.904,0
26-01-2019 22:00,8.26,0.984451,3.464,0
26-01-2019 22:00,8.26,0.984451,3.464,0
26-01-2019 22:00,8.26,0.984451,3.464,0
26-01-2019 22:00,8.26,0.984451,3.464,0
26-01-2019 22:00,8.26,0.984451,3.464,0
26-01-2019 23:00,4.901,0.984034,4.323,2.10266
26-01-2019 23:00,4.901,0.984034,4.323,2.10266
26-01-2019 23:00,4.901,0.984034,4.323,2.10266
26-01-2019 23:00,4.901,0.984034,4.323,2.10266
26-01-2019 23:00,4.901,0.984034,4.323,2.10266
27-01-2019 00:00,2.764,0.983866,6.844,14.1306
27-01-2019 00:00,2.764,0.983866,6.844,14.1306
27-01-2019 00:00,2.764,0.983866,6.844,14.1306
27-01-2019 00:00,2.764,0.983866,6.844,14.1306
27-01-2019 00:00,2.764,0.983866,6.844,14.1306
27-01-2019 01:00,1.473,0.983695,7.79,21.891
27-01-2019 01:00,1.473,0.983695,7.79,21.891
27-01-2019 01:00,1.473,0.983695,7.79,21.891
27-01-2019 01:00,1.473,0.983695,7.79,21.891
27-01-2019 01:00,1.473,0.983695,7.79,21.891
27-01-2019 02:00,0.873,0.983546,8.119,24.8991
27-01-2019 02:00,0.873,0.983546,8.119,24.8991
27-01-2019 02:00,0.873,0.983546,8.119,24.8991
27-01-2019 02:00,0.873,0.983546,8.119,24.8991
27-01-2019 02:00,0.873,0.983546,8.119,24.8991
27-01-2019 03:00,0.306,0.983366,7.764,22.2471
27-01-2019 03:00,0.306,0.983366,7.764,22.2471
27-01-2019 03:00,0.306,0.983366,7.764,22.2471
27-01-2019 03:00,0.306,0.983366,7.764,22.2471
27-01-2019 03:00,0.306,0.983366,7.764,22.2471
27-01-2019 04:00,-0.106,0.98318,8.194,26.4811
27-01-2019 04:00,-0.106,0.98318,8.194,26.4811
27-01-2019 04:00,-0.106,0.98318,8.194,26.4811
27-01-2019 04:00,-0.106,0.98318,8.194,26.4811
27-01-2019 04:00,-0.106,0.98318,8.194,26.4811
27-01-2019 05:00,-0.327,0.982775,8.724,31.7672
27-01-2019 05:00,-0.327,0.982775,8.724,31.7672
27-01-2019 05:00,-0.327,0.982775,8.724,31.7672
27-01-2019 05:00,-0.327,0.982775,8.724,31.7672
27-01-2019 05:00,-0.327,0.982775,8.724,31.7672
27-01-2019 06:00,-0.399,0.982624,8.465,29.0683
27-01-2019 06:00,-0.399,0.982624,8.465,29.0683
27-01-2019 06:00,-0.399,0.982624,8.465,29.0683
27-01-2019 06:00,-0.399,0.982624,8.465,29.0683
27-01-2019 06:00,-0.399,0.982624,8.465,29.0683
27-01-2019 07:00,-0.303,0.982485,8.71,31.5048
27-01-2019 07:00,-0.303,0.982485,8.71,31.5048
27-01-2019 07:00,-0.303,0.982485,8.71,31.5048
27-01-2019 07:00,-0.303,0.982485,8.71,31.5048
27-01-2019 07:00,-0.303,0.982485,8.71,31.5048
27-01-2019 08:00,-0.203,0.9825,8.847,33.275
27-01-2019 08:00,-0.203,0.9825,8.847,33.275
27-01-2019 08:00,-0.203,0.9825,8.847,33.275
27-01-2019 08:00,-0.203,0.9825,8.847,33.275
27-01-2019 08:00,-0.203,0.9825,8.847,33.275
27-01-2019 09:00,-0.498,0.982358,9.137,36.3501
27-01-2019 09:00,-0.498,0.982358,9.137,36.3501
27-01-2019 09:00,-0.498,0.982358,9.137,36.3501
27-01-2019 09:00,-0.498,0.982358,9.137,36.3501
27-01-2019 09:00,-0.498,0.982358,9.137,36.3501
